"Offense","4","5","6","7","8","9","10","11","12","13","14","15","16","17","Season #G","Season SOS","Playoffs #G","Playoffs SOS","All #G","All SOS"
"NO","4.30379444053902","4.199530007044972","4.188594523945538","7.518278076500492","3.337803761407048","6.2441748221128694","0","","2.687019093031356","6.371291303427241","3.337803761407048","0.3456321831200184","4.08214422295943","7.398140889721322","10","6.175280481203938","3","4.258469489219897","13","7.605356031536935"
"NYG","2.453393644931981","8.09109305885563","2.178079462935532","1.5792447395932858","2.178079462935532","4.333314472525479","9.260450744577884","0.97790279969233","5.742765141473863","4.188594523945538","","7.215365579841654","4.24693878736837","8.046948598613946","10","5.002091282075235","3","9.693665702913924","13","8.258513142553445"
"NYJ","6.371291303427241","10","1.5792447395932858","0.3456321831200184","1.2645593331174296","","8.626783303845931","4.188594523945538","1.2075734944491558","2.687019093031356","6.371291303427241","4.828130532436207","8.09109305885563","4.188594523945538","10","3.6871233723468655","3","7.994889264151129","13","5.899018806333811"
"PHI","3.337803761407048","1.5792447395932858","4.199530007044972","4.24693878736837","4.199530007044972","","0.8163111617451203","5.742765141473863","10","7.518278076500492","2.453393644931981","8.046948598613946","7.215365579841654","4.30379444053902","10","6.648052343188092","3","9.733885425715554","13","9.804537018076992"
"PIT","4.24693878736837","","7.027473439458804","1.2645593331174296","0.97790279969233","1.9430039691633398","2.721286048213085","1.2645593331174296","7.518278076500492","4.30379444053902","1.2075734944491558","6.371291303427241","5.742765141473863","7.027473439458804","10","1.6368310367963643","3","9.433538176811016","13","3.392072457294215"
"SEA","5.914610653376099","3.337803761407048","4.828130532436207","2.2199092779195593","","7.215365579841654","7.189989801255275","6.2441748221128694","7.398140889721322","4.24693878736837","2.687019093031356","1.9430039691633398","6.2441748221128694","0.3456321831200184","10","8.867585920901584","3","1.9289241227168885","13","5.22999535737844"
"SF","4.828130532436207","6.2441748221128694","3.337803761407048","2.687019093031356","2.2199092779195593","4.199530007044972","7.615483098586625","5.914610653376099","0.3456321831200184","7.027473439458804","","7.398140889721322","1.9430039691633398","7.518278076500492","10","4.860006479150585","3","7.819174366479798","13","6.784383097082454"
"TB","2.178079462935532","2.5645564572991857","4.333314472525479","5.742765141473863","8.09109305885563","","4.961567042271763","4.30379444053902","6.2441748221128694","5.914610653376099","8.09109305885563","2.687019093031356","0.3456321831200184","6.371291303427241","10","8.575527389529123","3","2.545163137314337","13","6.43018122329292"
"TEN","2.2199092779195593","5.914610653376099","8.046948598613946","4.188594523945538","1.9430039691633398","2.453393644931981","","2.2199092779195593","2.5645564572991857","4.828130532436207","7.027473439458804","4.333314472525479","0","8.09109305885563","10","6.170058001377461","3","4.681841837124786","13","5.74391072494112"
"WAS","2.687019093031356","2.453393644931981","7.518278076500492","10","0","2.5645564572991857","6.968123711348889","6.371291303427241","","1.5792447395932858","4.24693878736837","4.199530007044972","2.178079462935532","10","10","5.98337592959933","3","7.478339235054876","13","4.694692635624272"
